user_id,text,FF_Score
3074457345841523028,can't put grids in grids and no way to flatten a grid to a static shape to circumvent that restriction,1
3074457346099177191,i can't move the grid delete it easily,1
3074457347696001978,"cells have an unstable behaviour on double click: either text input ""type something""... or nothing. very annoying... i am losing patience!",1
3074457347280009027,i dont fine a pretty template,1
3074457347284742783,"can't find the template, can't work out which template i used before",1
3074457347499545501,"""something went wrong"" impossible to access the templates.",1
3074457347405299467,can not locate any information on creating cards,1
3074457347522818916,i can't seem to enter text in the grid.,1
3074457347328110289,"great idea, i was very excited, but
- can't write into cells
- difficult to move the whole table
- strange export to excell",1
3074457347525190544,i need to show a year cycle and have now template for this,1
3074457347468515835,not letting me double click to add text onto grid,1
3074457347064213332,"the template copied is very small to existing items in my board.
no option of bring to common sizes",1
3074457348089761139,cannot find any way to add text as show in all the guidance. double click just selects the whole grid.,1
3074457346015937619,"can't find template and none of your icons ""mean"" anything",1
3074457347393843592,can't edit empty fields after returning to the grid few days later.,1
3074457348113787619,i can not write in the grid... when i write something it dissapears.,1
3074457345879041155,to hard to manipulate and use. wish it was more like the  table and easy to add columns and rows.,1
3074457347930179355,translation to german is needed and make the ux editable,1
3074457346772902364,it's unusable as when i create new connections they don't take the template into consideration so it's waaay easier to create something from scratch.,1
3074457347594971324,copy/paste in a grid doesn't maintain formatting. this is wasting a lot of time.,1
3074457347341251419,can't find the template ( fishbone e.g....),1
3074457346692899528,"i'd like to see the votes in the sticky notes, and also i'd like to create more than one voting session at the same time",1
3074457346968241394,can't vote on stickers groups,1
3074457346319813549,it's near impossible to move a table once it's been created.  just can't pick up the object and move it around the board :(,1
3074457347013445541,template is diferent then i insert it,1
3074457348018136049,unable to reduce and increase rows and columns in tables,1
3074457346866419446,miro really needs a timeline template!  i use this not just for our saas company but also for consulting and project mgmt.,1
3074457347849983532,"don't know when i am able to move the table, not consistent",1
3074457347740670384,"table is not working, when i select to type it disselects and i cant write",1
3074457347829921162,can't access templated,1
3074457347111866011,"this is a good idea though the execution is poor. i don't know if i'm missing it though i only see the ability to write one continuous set of notes.

i saw all the templates and thought ""great! i was actually going to build all of these, now i can use them together"" but when i clicked on one, i realized i couldn't go back and add another one.

for example - i want to see the notes section broken down into spaces where i have my agenda at the top, followed by different activities and their frames, followed by a checklist, followed by a workshop summary.

👉properly formatted so they feel like different sections and not one long apple notes document.👈

even if i could easily recreate each of the templates, once i start one, i wanted to look at the other options (the gray ghost template examples) but realized i couldn't do that unless i deleted everything. so i had to open each template, copy all the text, paste it in apple notes, and then start one note and re-paste them all in there.

also i have no idea what the pin button means at the top, i have no idea what the man and pen icon means at the top, and i don't see a delete button so i assume i just have to select all to delete. also as mentioned above, i run multi-day workshops with a dozen frames with different audiences on my corporate miro profile and there is no way i would just have one dedicated note for all those frames. if this feature exists it's not clear, though i need many separate notes so that i can pull up the right one for the right audience. i don't want to show the notes for my design team to the stakeholders when we are both looking at the same board.

good idea, good start, though lot's of confusion.",1
3074457346339577594,in general none of these are helpful. need a blank template easily acceptable,1
3074457347264990519,"i can't figure out how to create a note even though i clicked all the buttons (i think). maybe a note is not what i think it is? i expect it to be either a sticky note on the ""table"" or a comment inside the note sidebar.",1
3074457346777683833,no idea how to make the mindmap bigger,1
3074457346221395571,"whatever that table making experience was, it was unusable. can't i just paste a table in?",1
3074457347469608721,"just a table, not very functional. also would be easier to use if i can just drag and drop in elements such as boxes in the main body of the gantt",1
3074457346413468617,"there is a major issue with grids right now. anytime i enter text into a cell it automatically gets deleted. 
anytime i try to move or resize some images inside a grid it reverts back to its original position / size.",1
3074457347435971544,i don't get the template,1
3074457346101016444,sluggish response. drained too much system resource causing computer not stable,1
3074457347714532077,"the new grid function starts off well ... but double clicking in the cells does nothing.  it seems i need to drag and drop a text box across to each cell, which means what ever formatting i want to apply to a row or column needs to be re-created in the cell.",1
3074457347949632705,typing in the grid is annoying.,1
3074457347693199999,the table is stuck to the other box and moves everything,1
3074457347361108741,no picture component and not easily editable by our non-designer colleagues...,1
3074457347492994761,"# miroの使いにくいところ
- ローカリゼーションが不十分（求む日本語対応）
- アイコンのみの表示では何がどのようなものかわからないし、人間はそんなに覚えられない
- 独自の疑似モード（スクロール、拡縮、掴み）
- カーソルが遅れる、カクつく
- os、ブラウザとのショートカットのバッティング
- frameは大事。無限の上で物事をさすな。
- windowをフレームにスナップするな
- ツールの振る舞いが私のメンタルモデルに合わない（掴み、テキスト）
- なんで画面を掴むんだ
- 常にオブジェクトを配置（揃え）できるようにさせてくれ
- テキストの入力
- テキスト枠のサイズはフィックスするな
- フォーカスを当ててほしいところ（次に入力するところ、色コードとか）に当ててほしい
- ふせんの貼り方がおしい。これは難しいとわかるけども、もっとスムーズにオブジェクトをインスタンス化してほしい。
- templatesがおかしい（オブジェクトの選択をモーダルにするな）
- 協働ユーザーのカーソル。注意の所在が複数できるので、自己（のカーソル）を認知しにくくなる。協働ユーザーのカーソルはもっと弱いスタイルでもいいんじゃないか。",1
3074457347532840540,i can't create grids...why...,1
3074457347209994577,not comfortable to resize elements and adjust text size,1
3074457345957463613,cannot adjust text size or format in table,1
3074457347710863349,"i've just created a new shared template and i can't select it when i open the template picker from a board in the same team. however, i can select templates that are built-in. my plan is ""consultant"" and i need it urgently. before i upgraded to consultant, it was somehow possible to use custom templates. kr martin",1
3074457346790848301,"i cannot create my grids, i can only borrow",1
3074457347504022819,"template layout shifted and all over the place! this has been happening for days, hope not a free tier feature i'm experiencing.",1
3074457347427304059,"it has much less features than good practice mind maps, e.g. expand/collapse, reassigning from one to another branch etc.. i would be ok that it has less features then full blown mindmap sftware but this is honestly too less .. at least above 2 would help",1
3074457346046277799,"we should be able to group grids, frames and shapes too...",1
3074457346281647962,"bit frustrating with selecting things (i want to move the entire table, but it keeps on selecting only one cell and i can't move it)",1
3074457347361669743,votes on grouped cards are not combined in the results,1
3074457346505289269,"1. clicking a cell won't let you type text
2. double click opena text box overlaid over the table
3. no vertical alignment
4. frame font size is tiny
5. resize is horrible as it resizes text, i want to create more space not fill it with text getting bigger",1
3074457346632856530,hard to adjust. using grids and cards is much easier,1
3074457346444356916,"can't export data to a table (csv, sheet, or other) in the same grouping as in miro.",1
3074457346313953018,"i need only the template, not all information around which i need to delete now :(",1
3074457346490915516,"annoyingly hard and unintuitive (i want to change the width of row and and drag the overall width of the table to be larger (but not the height) but it'll only let me drag from the corners (meaning that it resizes the whole table, rather than individual rows or columns).  argh!",1
3074457346857467776,"not working as described (( text changes are not saved, behavior is unpredictable",1
3074457346694744096,"failed to search in all fields, such as user attached to stickie",1
3074457346010075211,cannot add tekst to stickers,1
3074457347393843592,"please fix grids 
cannot handle frustration of not being able to edit empty fields",1
3074457347766290038,there are no instructions on how to upload a template to the whiteboard and which ones can be used on the free boards. i have tried copy paste but nothing works,1
3074457347125362225,what on gods green earth has the sticky note importer done to my board lol. smh,1
3074457348288227612,the gantt chart preview doesn't match the actual template when imported.,1
3074457346804660821,i just want to add another column to a kanban and i cannot get the pop-up to materialize,1
3074457347373407960,"very fiddly to create/resize table, then to get content in there.  just wanted ""spreadsheet in miro"" and struggled to input text and move cell to cell.",1
3074457346149703115,"using a grid 'app' over a the wireframe browser shape, on deleting a row from the grid, it can cause the wireframe element to be deleted.
seems to think the wireframe is in the grid and not the otherway round.",1
3074457347142413985,не могу перетащить на доску таблицу из tables and chart. ничего не происходит,1
3074457345989204027,can't add table,1
3074457347363276112,resizing entire table or several columns at once should be intuitive... editing is a nightmare,1
3074457346698502134,it's more like a visual tool. it should be more excel like: less focus on graphical freedom. more template. e.g. automatic entry of calendar dates...,1
3074457347476472817,"japanese character input is not stable
can not edit smoothly
please look into it",1
3074457347624353444,cant find how i can go back to the notes templates... there's no way.. can't see the list that is displayed at first...,1
3074457347377665163,"cant ungroup the template, also the scale is tiny!",1
3074457347502554491,how the eff.... do i get back to templates? if i want to add project summary and then add workshop agenda?,1
3074457345737425612,"hi, i love grids, but somehow i'm no longer able to type right into a cell. neither in the mac app, nor on ipad",1
3074457347759619472,it does not allow me to write to the table,1
3074457347683140743,grid resizing is a pain,1
3074457345726774081,"i want search to highlight where things are, like the chrome default search. i have duplicated stickies and stickies using the same word in multiple locations, so if i click on a result it takes me to a very unexpected place on a very different board. 

i'm the director of design at animoto and we use miro everyday. please make this improvement asap.",1
3074457346136389772,no suitable,1
3074457347249040903,my grids keep magically linking to random elements nearby and moving them around or deleting them along with stuff in the grid,1
3074457346748098081,not letting me type in the grid cell,1
3074457348087369342,i suddenly lost the ability to choose a template,1
3074457347775510378,doesn't recreate the sticky dot voting experience of a real workshop.,1
3074457347705156275,how to frame the stickie?,1
3074457347127069460,bad template and format,1
3074457346111845057,it's so slow and there is no ability to create editable symbols.,1
3074457347485710022,i can't type in the grid. a double click selects the whole table.,1
3074457347398518122,cannot edit text easily and it is hard to move the grid to another place on the board.,1
3074457347334296408,"when selecting multiple objects in different cells of the grid, there is no alignment function available. have to move them out of the grid, align them, and then move them back, but then they are not ""attached"" to their cells anymore. ugh!",1
3074457346674068034,"i don't want it to apply the full template with the text, arrows, etc.",1
3074457348371308092,"you need a way for me to design a database: define a table name and a series of column types.  all of these colours are nice and all, but they're not *useful* for what i do.",1
3074457346921217461,gif not votable,1
3074457347243745308,double clicking all over the grid and still cannot edit a cell or type anything in an empty cell - love miro - hate grids,1
87792895,"i tried several key words and go no results- i.e., sticky notes, post-it notes icon",1
3074457346747303600,i can't change how the mindmap looks.,1
3074457346333662052,"i accidentally deleted the whole grid instead of just a row. when i undid my action, the grid came back but the text was no longer part of the grid. now the text cannot be selected, and i am left unable to move/edit/delete the text.",1
3074457347501808602,could not find a template i wanted,1
3074457347253670710,"it was the 2nd closest template to what i was looking for (which is a simple sequence diagram). (the closest ""journey mapping"" was an even worse experience, which i'll get to later.)
the problem with this template is that it has all sort of fiddly bits that need to be deleted to be of any use.  and when i say fiddly, i really mean fiddly. because of the unnecessary ""cutesy"" zig-zag layout, mass selections are out of the question. the selection process itself has peculiar rules. i've been surprised at was was included in some of my selections, and had to undo a few delete actions.

as for the journey mapping template: the preview looked ideal. but then surprise-surprise: there's a whole lot of irrelevant junk to the left and right of what was shown in the preview. and i cannot easily just select and delete the garbage i don't want, because the cluttered design has elements running through all 3 ""sections"" of the template.

all i wanted to do was quickly jot down a few thoughts. but fighting with the very, very frustrating tool has resulted in me forgetting what i actually wanted to jot down in the first place. :'(",1
3074457347884372855,want gridlines,1
3074457346097993307,vertical template,1
3074457347287516089,i'm on a chromebook in chrome i cannot create a new grid. it lets me set the size and then the cursor changes but if i click or drag the board just moves around.,1
3074457346714318651,if i make a link to a card - then lose the scroll search results.,1
3074457347359978753,cannot load the templates,1
3074457346057639102,how can you vote on the images in the cards?,1
3074457347988225989,why i can not write texte in table?,1
3074457347877331038,"double click on a cell to insert text doesn't work, it highlight all the grid",1
3074457347625258141,"i  don't know what wireframing is, but this table is annoying me!",1
3074457347726257384,i cannot delete the template,1
3074457347837149816,just wanted the map template - not all the text,1
3074457347373784435,confusing - can't see votes on stickies,1
3074457346046277799,"we should be able to integrate grid into other grids, and frame into other frames without any restrictions !
the scaling function for the grids are just terrible, i always have to clique on the title to be able to scale it.",1
3074457348356112027,app doesn’t work. i been trying to capture stickies 3 times now. take picture and then it’s stops and goes to blank page,1
3074457346046277799,"i just moved some kanban windows grouped with the shift button for a lateral translation, but they automatically scaled some random grids associated with one of those kanban to do list... then impossible to correct that random scale with ctrl+z!!! why? those grids needs a complete reevaluation because it is terrible the time i can lose manipulating object with or around them !! please correct that asap",1
3074457348039128987,"1) i can't find an option to change border color, so it doesn't feel like a grid. it is looks more like a table with few editing options.
2) the handles disappear in zoom out.
3) it is not easy to jump from a cell to another - or isn't easy to learn how to do it. i need to double click the cell every time.",1
3074457347867788328,"please add ""interval control"" between the stickers.",1
3074457347937384471,"i don't know why, when i try to delete a grid, it delete all the object where the grid is contained.",1
3074457346194693695,some how the sticky icon on the left side disappeared and i need to get it back.,1
3074457347014133995,"another flaw with grids, on top of it not allowing you to double click to enter text into the field after a certain period of time, you try a work around by copying and pasting text from a cell into the cell that won't allow you to double click into it and instead of pasting the text in place, it pastes it outside of the cell. simply, it's not holding formatting properties when copying at all.",1
3074457346191677748,how can i select lots of sticky notes and then delete the text without deleting the sticky notes? i want to keep the pattern and zero out the text,1
3074457346103670413,too little stickies.,1
3074457347415994195,cant type in the sticky notes,1
3074457347023918433,doesn't work with kanban,1
3074457347767576494,"it's been over 5 minutes, still haven't figured out how to add a note to a retrospective template.

it's like a joke: if you need to explain it to people, it's usually no good !",1
3074457347566419163,"#1 why can't i cut and paste tables from microsoft. 

#2 why can i easily adjust your tables to be the right height??",1
3074457346778716098,"i could not add the grid through the web application. i had to use the desktop app on my windows machine, i avoid using the desktop app because it is slow.",1
3074457347420563724,is there a way to share an editable board to my stakeholder without the need for them to create an account ?,1
3074457347644896477,the iphone template should be a frame as well,1
3074457347131702520,not great for index cards,1
3074457345975619084,"when dragging / organising post-its, the grid cells automatically adjust: nightmare!",1
3074457347696001978,"impossible to resize columns without resizing the whole table. it was better before. lots of useless ""click and move"" necessary for such a simple operation",1
3074457347696001978,agin a table with cells i can't edit. again a table i have to delete and recreate. pfff...,1
3074457348462599837,i keep trying to type text into the grid cells but it disappears as soon as i click enter or out of the grid.,1
3074457347635530265,"it appears that we cannot search by assignee, so it is difficult for someone to find what card is assigned to them on our kanban board.",1
3074457346705885878,how do i get rid of the grid?,1
3074457347413532102,"i'm trying to edit the text in this grid but, as soon as i've finished editing, it reverts to the previous version! this is a really serious bug!",1
3074457347463170303,"part of my grid overlays content :) good, part of it sits behind. then even if it is not grouped with content its overlaying or sitting behind, i cannot move it to the back or to the front. and i cannot delete the grid and start again as it removes all the content around or near it, even though they are not grouped elements. very annoying",1
3074457346705886152,"i want to love this because the potential is awesome - but it just doesn't work.  i got an error message stating text recognition services were unavailable and then, when i selected to add stickies as images, i got an in-progress spinner for over 10 minutes before giving up.",1
3074457346413468617,the grid keeps auto expanding the width of the column resulting in the grid extending outside the board.,1
3074457346620720053,i can't add text. if you double click it highlights the whole grid not the cell,1
3074457347481075457,"need to see votes on the board, not in the review pane.
also review pane does not show objects properly. some stickies do not display text.
this feature is badly conceived and implemented.
you guys need to stop trying to do everything, otherwise everything will be half arsed. maybe there are better tools for this kind of thing, and that's ok.
focus on what you are good at rather than cluttering miro with mediocre features.",1
3074457347955193665,"i need more than 4 weeks, i'm trying to add new ones but the template doesn't let me,",1
3074457346355004211,"is not working well. image appears rotated, but captures try to stick to original positiion. a mess.",1
3074457345722471277,"i want to copy and paste a part of mindmap
but i cant",1
3074457346112015003,"once i place the map, i cannot move or resize the template easily it as the table, text, and notes are not grouped.",1
3074457345863055833,"it's not a template, but a full board that i always confuse with the real mindmap template",1
3074457347425223695,i can't input emojis in the cards like in the template.,1
3074457347014933466,size not adjustable,1
74611848,"""grids"" does not have ""grid function""! grid cells shall have ""grid / freeform"" selection (frames feature that miro has) for each cell.",1
3074457346887440740,not good / same on ipad/ tablet like on in the browser,1
26615801,could not click in the grid squares,1
3074457346339577594,pleas make clicking to get into the grids easier - i always end up typing something in a text box accidentally - also the font is usually way too small and because of the clicking issue its hard and frustrating to change,1
3074457346985923929,"i cannot resize it, unlike most other templates. also, i think all child nodes could also benefit from being boxed, like the root node.",1
3074457347928829239,i created a custom template and now i cannot find it anywhere?,1
3074457347323433832,the preview is not like the template.  i am looking for a gantt chart that covers several days/weeks/months. the preview looked just like what i was wanting.,1
3074457347205043768,"i need an interface search--how to do things in your product, e.g. apply a template after creating a board (or actually, inadvertently creating it while shopping for templates, which is the underlying problem). maybe your search works fine for content.",1
3074457348530643151,i vote for sticky note but they did not count it,1
3074457346247916850,the cards are linked to each other and i can't figure out why! i want to move each card independently. i read a couple of help center articles and i still can't figure it out. perhaps i should not be using cards and should be using some other kind of thing...,1
3074457347002779089,"i am back to using boxes. this feature is way too buggy
- not able to move it a lot of the times
- not able to merge cells and customize the layout this way
- content sometimes not clickable, especially texts
- cannot change column width without changing the whole table width. same with height. also sometimes it works to change row or column width / height without changing the whole thing",1
3074457347977112815,no information on stickie notes and how to resize a group of stickie notes,1
3074457347977663585,it is so difficult to grab and move the entire grid without it losing shape!,1
3074457347147908944,"there is a weird bug with grid,deleting it deletes other things on board which are not even on iy",1
3074457347672640486,doesn't see sticker,1
3074457347783300250,"i would like to have function to determine which layer of cards it searches. i wanted to only search the ""title"" of the card, but it kept searching also the 2nd layer information",1
3074457348308898233,there is no navigation bar to scroll down the template pop-up.,1
3074457347612770673,impossible to select a grid! very frustrating.,1
3074457345844073095,"i can't select my content within the grid at all! i have a frame within the grid and with some effort i can select the frame, but for the life of me i can't select the text",1
3074457347782726569,the templates isnt working,1
3074457346600040509,i'm finding it hard to delete column/rows or the grid itself,1
3074457346808238653,double clicking so many times but can't add text to any of the grids,1
3074457347849383319,i can't create grid like other people can.  i can't add new text.  i can only edit text.,1
3074457347437795248,"we had trouble to vote for single stickies, because the screen got very small and we could not switch fast enough",2
3074457345895806188,5 of 17 stickers didnt get selected,2
3074457346811634961,"selecting multiple tiles is a problem, the grid keeps thinking i'm only trying to edit one tile",2
3074457347091973378,responsive cell grids are even in locked mode,2
3074457346093913750,double click not working to add text to grid,2
3074457347469521248,the navigation is still not clear to me so i end up not being able to add text in the table but messing everything up,2
3074457347521010044,"whimsical is way easier, it has all the wireframing templates i need. i can't find the article template, dummy texts, etc. icons are not consistent, texts have no templates",2
3074457347426856348,why don't the templates scale to the frame?,2
3074457346367070503,"i used mindmeister previously, and it was really easy to dynamically build and format the mindmaps.  moving things around is tough to manage and getting all the content to align dynamically.",2
3074457347348517970,seems exactly like the mind map template,2
3074457345884925048,doesn't really leverage the tool much. it'd be cool if there was an 'example' column that showed stickies with reacmoji on them or something,2
3074457346532231541,"after i press ctrl+f in my web browser (expecting the search box to open) - it doesnt set the cursor focus into the search box, so i need an extra click before typing my text, 

another observation: i'd feel comfortable to clear the search box via just pressing esc button - but that isn't supported - so in order to clear the search box i need manually click it with a mouse and clear the field ((

hope these ideas are useful. thanks.",2
3074457347345606318,you cannot lock them and edit them at the same time. that is why people keep moving the grid accidentally.,2
3074457347344953040,"i would like an overview of shapes i could drag into my diagram. a ""template"" can only get me started... but not supply me with more options or shapes. in general i really like miro, but it also seems like mire tries to serve all, and ends up serving non... complexity cannot be very high before miro lacks functionality. i mostly use it as an online white board.",2
61711439,i did not find how to create a table,2
3074457347447515093,"wich the card format can be more dynamic. as in you can center, bold, etc  not to mention once you change the size of the card, it autmatically switches your font to something bigger or smaller.",2
3074457347530792218,there are better templates out there!,2
3074457347229118973,click on create template > save and exit > kicks me out to 'choose a template' but template is gone,2
3074457347225711379,how to i get a table to my board. the tables and charts tab does not seem to function well.,2
3074457347991993066,i would like to toggle visibility of grid title to invisible ! :),2
3074457347335717672,"rows should be unlimited, copy pasting of rows easier (like excel), sorting function would be good, mainly it's about copy pasting text into new grids from excel, and then shifting around rows by copying pasting which is not easy. now i need to copy one by one. auto height would be also good. finally alignement/centering of text vertically, top or bottom is important. but overall good start. keep going",2
3074457347017804846,"i don't think i can add more minutes if i feel the team needs more time. i wish the votes were visualized on the sticky notes, and not as a separate view. so i can act on them immediately.",2
3074457347381777506,why is it so slow in tallying votes? and why can't it display the votes on the stickies themselves?,2
3074457347650886138,got stuck with a top grid that i can't resize smaller no matter what i do!,2
3074457346430479063,not easy to move the grid around - always tries to drag the stuff out of the box,2
3074457346840837013,"grid looses name (back to ""new grid"") on editing content...",2
3074457346947970276,i am not sure that my vote was counted as i was not able to click on any of the stickers,2
3074457347959498066,"finiky - not easy to move info from one place to the other. 

can't link shapes on the grids. would be great if shapes snapped to grid, and could move with the columns or rows. 

distinguish it from a pasted spreadsheet.",2
3074457346036069586,copy-pasting is not enabled..i cant copy and paste contents of a cell or clone the grid itself,2
3074457346135189751,"hard to interact with the grid, how to delete the row, column?",2
3074457346254441939,should be easier to add pictures and shouldn't need to change size to fit template,2
3074457346896389646,"i've used simplemind for years, and really love the  templates, and the different ways i can adjust the branch templates, even after set . also and most specifically, i can grab a branch and move it to dfferent trees as needed. very very important function.",2
3074457347200128741,not flexible enough as mindmap zen app tool,2
3074457347420158374,i would like to add new elements the same way you do in the brainstorm template,2
3074457346394541374,would like it to be more of a template rather than just shapes,2
3074457346791990391,"i like grids and it's very helpful to organize ideas, but the problem is that when i:
- select a cell to edit on
- switch to other tabs to check sth
- come back to the board that i have the grids
- i lose control on the cell i was editing, it appears to be selected but when i start typing or click it, the control is messed up",2
3074457347449195029,"i cannot double click a cell to add text. i cannot select an idvidual cell to format. i don't know if it is related, but the method of setting a size of a grid and then left clicking to drop is doesn't work for me. i have to drag directly from the icon and then it always defaults to a 3x3 grid.",2
3074457346498115790,"would love to have a gantt chart that was driven by data, similar to teamgantt.com, rather than just a visual template that i have to adjust manually.",2
3074457346538693324,the preview is significantly different than the template,2
3074457346797203530,"as somone who likes to keep things tidy,
i want to be able to sort my ""shared"" custom templates alphabetically (rather than chronologically),
so that my team and i can find the right templates easily.",2
3074457346176590491,can't control font size inside the cards,2
3074457347142388162,"looks like i coud typ text ine grid (font selection, text size etc.), but nothing is happening",2
3074457346830139911,the template in the preview is much more detailled and nicer,2
3074457346320667036,why not use cards now that they exist?,2
3074457346132578881,the new grid is hard to control (select cells...),2
3074457347938138696,you should be able to enter number of participants and number of stickies per participant as you are inserting the template,2
3074457346996251573,i wish there was a better template for outlining customer journeys.,2
3074457347213607244,why can't i adjust the note  side bar? it seems to be adjustable/dragable but does not work,2
3074457347362150008,i doesnt support cards either i don't understand how to embed cards into it,2
3074457347386146310,i cannot see the votes on the sticky notes on the board after voting. how can i use the results to move the ones with most votes to the next task?,2
3074457346071665659,"search term ""grid"" just tell me how to turn it on / off.",2
3074457347184981032,how do you grab the table to move it around ? it is pretty hard to understand !,2
3074457347386264972,"i constantly accidentally move the table when i just want to pan through the view by clicking on a space between two tables (close to a table). the same thing happened with my colleagues in a meeting, and everyone ended up being annoyed by this cool new feature because of that little issue. =u,u=",2
3074457346175981494,i'd like to set up multiple voting sessions in advance. and those should be part of board templates and backups. that would be great!,2
3074457346993889798,i would like to use the space bar to move around the board to see the highlighted sticky notes,2
