user_id,text,NPS_Score
3074457346855781226,Needs more templates for different use cases,7
3074457346605445650,"All Good. So comfortable. Expecting some features.  Line which is already exists and a simple Line which have to behave line without any linking option. Layout of Mobile , iPad-tablet & Web need option to increase height only. Option for Naming or Numbering system of each frames so that we can refer with that easily.   ",7
3074457346731512258,"I'm sure it's just a learning curve, but when I copy a group of elements from a template (alt drag), I cant figure out how to ungroup them to select individual elements. 

I can't rename the board when looking at the board? Excruciating. 

Other than that, I'm so excited to dig into this tool !",7
110270347,"Make it more stable, add more features for typography and paragraph settings, add more flexible graphs",7
3074457346596807702,"the sticky note can't free sizing, if it big will fix the sticky note size.",7
3074457346789340319,Make it easier for people who are facilitators to structure the work flow and outputs of a session. Refer to groupmap.com for ideas. Also encourage your template contributors to use good UX...there are way too many people just plonking things on a board to make it look good but it actually doesn't use MIRO tools well.,7
3074457346995478538,"Feature: I wish there was a way to automatically make grids/tables that we can adjust rows/columns (like an excel spreadsheet). My team tends to create grid-like frames to with certain headers/topics (e.g. row names) against people's opinions (e.g. columns with people's names).  I would want the rows/columns to be adjustable so we can dynamically place number of text/stickies in the ""table cells."" Tables are sometimes still the best way to organize thoughts/work.  But we love using Miro's sticky feature with it. ",7
3074457347249457307,"allow mindmap entries to be easily dragged to different nodes, better export function (ordered better) ",7
3074457346722900256,Create better templates for customer journeys (these are basic tools for service design).Custellence has great templates.,7
3074457347475863594,scrolling etc is a little tricky - templates etc are great,7
3074457347325355442,"Hi there!
I like Miro for the voting plugin, drawing and shapes features because they help overcome the fear of drawing that business teams experience during ideation. I usually use Whimsical or whiteboard but I'm starting to facilitate remote design sprints and came across a post on social media.

I added the Remote 5-Day Design Sprint template to my board today, I've used Miro maybe 5-6 times in the past 6 months. As a newbie adding the template from a Facebook post, I assumed that the board would be a public document that I have to make a copy of to add to my board. The only other thing would be how slow it feels to use Miro compared to Whimsical. Sort of how Sketch used to feel compared XD, but Sketch improved the response time while really using the app so I'm sure you will too.

I can't wait to make Miro part of my core process. It would make onboarding new clients so much more efficient if I don't have to jump between Miro for remote design sprints and Whimsical for quick decision sessions.",7
3074457346171644312,Easier alignment of elements towards each other or on a grid. Call it UX OCD ;),7
3074457347570868813,expand/collapsing branches in mindmap - without that they are limited useage :-((((((,7
3074457347460931138,Muy limitado el uso de tableros compartidos,7
3074457347385034694,"It is helpful to work together with colleagues on boards with sticky notes, but too heavy sometimes. 
And drawing function is too basic so if you can improve, it would be super great. ",7
3074457347281670504,I am a free user and I need a template axis. It seems you havent got one,7
3074457346527503134,Would be good to have roadmap template with predefined timeline for 2020/2021 year. ,7
3074457347651523751,You need to provide all the templates to trial out before anyone procures the tools.,7
3074457347366756734,It's mostly intuitive. I'd love to easily create a table,7
3074457347441727250,"Have not not worked that much with Miro yet, bit it is very promising :) I like the different templates and presentation modes! And that we can adjust colours. 

",7
3074457347108250480,"More templates. The current ones are very similar to each other
",7
3074457347277000315,"Could add functionality in Mindmaps to collapse the children fields, in order to have a high level overview if you want to. Jira integration is great, but could be more customisable i.t.o. which fields display when you convert a sticky note to an issue. Also, when you import issues from Jira, it would help to see the relationship between Epic and Story a bit clearer, at the moment it is quite a manual process to sort the issue blocks out after importing. ",7
3074457346588993815,"There's too much going on all at once, it would be good if other functions are disabled if a certain template was used and an option to enable when needed.",7
3074457347598641399,"It's good, but some things are counterintuitive. e.g. it would be great if double-clicking for a sticky worked over a template rather than selecting the template.",7
3074457346794509509,"More templates and more guidance on the aims and purpose of each template, with more detailed examples. The ability to add a table of contents to make navigation easier. ",7
3074457346640846345,"Great, but it need a simplified  method to search a sticky note and to hyperlink it from external source. Wat if i want to click on xls a sticky note name tha coud direct me to mirò in the precise position?",8
3074457346897428921,The collaboration capability is highly valuable. The templates and variations in boards that you can create are also useful and appealing.,8
3074457347082668237,"I dunno. Really enjoy Miro, especially all the pre-built templates. Maybe a better way to create / track comments and tasks on items. We use Miro a lot for app flows and similar UI/UX mapping activities. Often we are mapping an existing app vs. the future state we are building. Would be nice to have a better way to annotate things in the app flow to say ""this is current"" vs. ""this is future"" and so on. Or to call out nuances and caveats team needs to be aware of. Overall, really like the app. ",8
3074457347082668237,"I dunno. Really enjoy Miro, especially all the pre-built templates. Maybe a better way to create / track comments and tasks on items. We use Miro a lot for app flows and similar UI/UX mapping activities. Often we are mapping an existing app vs. the future state we are building. Would be nice to have a better way to annotate things in the app flow to say ""this is current"" vs. ""this is future"" and so on. Or to call out nuances and caveats team needs to be aware of. Overall, really like the app. ",8
3074457347475716481,Easy to use.  Many great templates.,8
3074457347243296081,In free version i can't copy my customer template for new project.,8
3074457348131042905,"Be more performant and use less RAM, clean up number of features in templates",8
3074457347146931468,Having more templates and even more interaction.,8
3074457347983288223,"Easy to manipulate, lots of template, high image quality. Many functions useful for workshops such as timer, screen sharing, voting",8
3074457346773464289,"Sometimes, templates do not fit our needs ",8
3074457347127554324,Improved export options. Continue to expand templates. Reduce Cost to consultants - who can't pay the 'big bucks'!,8
3074457347127554324,Improved export options. Continue to expand templates. Reduce Cost to consultants - who can't pay the 'big bucks'!,8
3074457346146981367,MIRO has been an invaluable tool to our team especially during Corona. We could really use some more dynamic widgets. We like the Kanban board because of that and wish that more of your templates had more robust functionality. Thanks!,8
17920369,"Personal plan (I use Miro alone as a mindmap, and 3 boards are not enough).",8
3074457347059577551,It's very useful from me as a tech-savvy designer but for coworkers it's a learning curve. Especially for those remote people who wanted to just right into customer journey map template and start designing. For those people walk through tutorial would help them a lot plus walk through tutorial of actually customer journey map. Because everyone is designing it differently (analogue on white board vs. digital). ,8
3074457346177534318,"a little bit overcomplicated, i would like to use templates more easily in my boards that are done already and save my own templates
",8
3074457348044673459,"Generally a nice tool, but as with these types of collaborative tools theres a lot of finicky UI control issues, limitations and formatting stuff I've come to expect from desktop apps like object alignments, distancing to evolve simple white board sessions to something more presentable and refined without having to redo it on another platform. Some of the templates like Personas or some of the Maps are WAY too basic, bordering useless.",8
3074457346575579144,Don't limit the amount of boards for the free version or increase it. Also allow higher quality exporting. The paid version should be for teams that are large and want to collaborate simultaneously (i.e. having boards open at the same time) and for teams that would like to use your custom templates and other special features. ,8
3074457347382977396,Price of consultan plan looks strange. Paying for every user with whom i have worked even once are unfair for me. I would better pay for extra editable boards according my style of working.,8
3074457347477497030,"more text formatting options in stickies. like a numbered list.
Edit access to asana tasks",8
3074457346492992099,"a layoutmanager would be cool, that expands and collapses depending on the items placed into its grid...like the kanban templates but where you can throw in pretty much all shapes currently available",8
3074457347497130255,"High res PDFs have image errors.  Low res PDFs have images that are too blurry and illegible text.  Presentation modes need to be updated to include cropping of images to other shapes (circles, etc.).  We really love guest editors and not having to create sign ins for multiple collaborators.  Future releases for presentations should include templates for photo collages, photo/text slides, covers, etc.",8
3074457345829429229,Have a way to hide the sticky notes to avoid information bias between the team members,8
3074457346728171584,more pre-made templates that fit my needs,8
3074457346427913126,"Very good infinite canvas, but when I work on iPad (2018) and use Pencil I may face the situation when all tools become invisible. It will be 9 if tools will be stable no matter how many objects will the board contain. And it will be absolute 10 if you will add layers. They are inevitable in creating difficult complex schemes.",8
3074457346977755899,"I'd like the mindmap to have more options like for example, different positioning. Not only horizontal but vertical too.",8
3074457346503216527,"customisation of shortcuts next to templates, more manual control over which board becomes inactive while on a free scheme, customisation of default colour schemes, integration with Asana (though we're moving to Jira), ",8
3074457346626673707,"LOVE the free form but also need some structure. You've added some lately and that's good  but i'm still having issues with the platform not respecting mouse clicks or editing things when i want it to -or highlighting the right things or moving things...  but its much improved from a few months ago. I need to be able to have a road map with items on it that lock together, and if i have to add an item i need it to respect its space and flex with me. I need to have some cards of features that expand that can store information about a thing (a card for feature x, and hidden behind it is more data - customer name of who said it, detail that we don't need on the page visible but available when needed...)",8
3074457345900976165,"If it had templates (Agile, Canvas, Calendar) would be 10",8
3074457347716976375,Please make Double-Clicking add a new sticky note!,8
3074457346101408004,Better support for tables. More flexibility and better integration with the rest of the canvas elements,8
3074457347137748145,"The good: Integrations.

Thr bad: need better snapping among on-stage components. Alignment to grid would very helpful in maintaining a consistent size across components as multiple team members work on a project,",8
3074457346468420597,"I like very much the collaborative features. I don't like many of the templates, I think some of there are inaccurate (journey) or complicated.",8
3074457346724528954,"it's a bit slow running on a corporate environment. UX-wise the most common features seem hidden, like creating a blank board without a template. good product, still really like it, but could be just that little bit more intuitive because nobody has time or interest to watch videos and educate themselves ",8
3074457347273240101,"better export/import options (two-way) for Sketch and Illustrator, ability to see grid on export",8
3074457346168211438,"A more structured csv export, in order to import any diagram into a different software. It will be usefull to have colors of the sticky notes, position (x, y) etc",8
3074457346106266140,copy paste excel table. more templates.,8
3074457347261395615,we need the ability to say double color a sticky note.  with say a dot that stays stuck to the note rather than a separate item so we can move them around.  Ala having a story on a note and have the dot represent the story points.,8
3074457347760221050,"Need ability to share templates i.e. without sharing the details. Notes section could be more user friendly. Right now, it is slightly better than a notepad. Could add sections for meeting notes, shared with list etc. Ability to share the board link from the board. ",8
3074457347506250589,I like to use an emoji or sticker in my board,8
3074457347278375552,"I'm eagerly awaiting the ability to expand / contract branches in mindmaps.  
what I love about Miro is that you can put different kinds of mapping all together.  I don't know of anyther source for that.",8
3074457346766138622,"Love the product but only an 8 as I'd really like to see better iPad/tablet support. It feels like the iPad version is a port of the desktop one, rather than re-imagining what would be natural with a touchscreen and stylus.",8
3074457346501105910,"More integrations for the cards. JIRA card intergration is fantastic, but we are starting to use other tracking tools (Clickup)",8
3074457346103187955,"Better grid system. Last time I tried it, it was very buggy and randomized cards' positions at times.",8
3074457346820101378,Better workflow/ticketing management and the ability to assign people to cards. Timestamps on tickets would be helpful too!,8
3074457346911187387,"It's great. Like an editable, sharable whiteboard. Would appreciate some more formatting controls like type and object measurements.",8
3074457346625295024,Better way of selecting stickies and exporting only stickies,8
3074457345774966740,Very comfortable and excellent UX! I used miro with iPad and PC. Thank you,8
3074457347709862447,"I really like the kanban / user story map items being the same and working in that clever system, but I would like to have more ways of using them and more flexibility when using them so that I can use it in a more modern agile workflow. Maybe give me the ability to put these items inside of other items so that I can use a big one for user stories and the ones inside being the tasks.",8
3074457347353461179,"Voting results to be displayed on stickies, as numbers or dot votes, to have constant visibility.",8
3074457347264866340,"There is no other website that mindmaps are easier to make in, than Miro",8
3074457346262580132,improve on mindmap features,8
3074457346655007752,Missing collapsing features in mindmaps. Those are essential and they're a important drawback in this tool. The other features are really great.,8
3074457346595180142,"I do like the kanban board, but, it would be great if there was a way to add some info in each card",8
3074457347138053877,"It largely does what I need it to do and is a great tool, a few small things could be different, e.g. around permissions (participant vs workshop admin permission, so that participants cannot unlock things, but can use post-its, etc to participate), slightly better pen functionality on the iPad, sharing templates across more spaces)",8
3074457348132940102,Great tool and useful templates.,8
3074457346508548328,"Default colors cannot be removed, but you can re-pick a color at any time. So that doesn't make a lot of sense.
I would like text markup tools that you have in boxes to be available on sticky notes aswell. Those are the two inconveniences i've had with miro.",8
3074457347005295047,Provide more templates,8
3074457347109308198,"- если сжать блок до определённой ширины (очень маленькой), то его размеры потом невозможно изменить.
- встроенные шаблоны для построения логических сем гиганских размеров
- нельзя отнаследоваться от mindmap чтобы пользоваться всеми его премуществами ( автоматическое выравнивание, горячие клавиши) в похожих структурах
- для узлов mindmap нет точек построения связий к другим блокам
- не хватает возможности сделать/использовать макрос для разделения представления и данных. В частности приходится править ""ручками"" даты на диаграмме ганта",8
3074457347112732875,I need to roll dice and draw cards...,8
3074457345986181365,More precise editing. We are using Miro for lots of tables etc. And these are very clumsy in Miro,8
3074457346095574033,"The grid was much needed but is still under developed. The ability to merge columns and rows , while still retaining autosizing, would be golden. We would often want to do flow diagramming directly on the canvas but the tools are limited, a few arrows (like in Visio, Creately etc) would help.",8
3074457346829539542,"Product is great (no bugs, features, UX).

-> cheaper pricing. More Templates. We can't create that much mindmaps every day so the price would be ok.",8
3074457345900976165,Few templates,8
3074457346734893506,"I am not using the paid version, and I cant create tables easily. smart excel functionalities can be added there",8
3074457347622419344,I added a template in a canvas from a friend by mistake and didn´t find how to delete it. I had to delete post it by post it. I didn´t realize I was at a friend canvas. It is difficult to find when you start from a marketing email. I thought it was a screen with examples...,8
3074457346816852500,"The mind mapping functionality is SO restrictive - I'd just about given up on it till I realised I could do everything I needed with just the regular text and linking tools on a blank template. I'd like to see easy inclusion of shapes around text boxes (oval, circle, rounded corner rectangle etc) as well as 'group' moving (where you move a text box and all the sub branches move with it, as is already implemented in the mind mapping template) being available as an option on the non-mind mapping templates. ",8
3074457346525802819,Supper simple to use and powerful for working with remote teams. The reason for the 9 and not a 10 is the limited funtionality of the mindmap. Not being able to copy and paste information into another node or to move one node to another place is really annoying.,9
3074457346525802819,Supper simple to use and powerful for working with remote teams. The reason for the 9 and not a 10 is the limited funtionality of the mindmap. Not being able to copy and paste information into another node or to move one node to another place is really annoying.,9
3074457346848500087,"easy, quick, comfortable.",9
3074457347529507950,"very easy to use, great visual and templates.  hope the page can be exported to ppt soon",9
3074457346862295890,This is a recommended collaborative mindmap ,9
3074457345787957890,Better tables,9
3074457346882051616,Ability to use tags to reorder stickies,9
3074457347857718103,there si some trouble with grid. the texte vanich some times so it's a bit annoying but otherwise it's super cool :D,9
3074457347103080008,"more Templates + Quick options to show the feeling e.g. as starter of an retro  (happiness radar, emotion cards, ...)",9
3074457346404473096,Improve mindmap functionality,9
3074457346703060543,"I want a possibility to attach sticky notes to images or other elements, just like comments. And a ""deselect"" button for both android and desktop versions.",9
3074457347147234125,"more templates, and the ability to change flow charts to mind maps might be nice?",9
3074457347091015381,"occasionally the formatting can be a bit glitching, text size seems to vary for no reason while using a template",9
3074457346801716437,"adding wireframe template
",9
3074457347397867687,"it can be a bit fiddly, for example, sometimes I need to start double clicking around to get it to wake up so I can interact with stick notes and things, it's probably an operator error.  but largely, it's pretty good honestly!",9
3074457346789459071,"some functionality: collapsable mindmaps for better overview, export mindmap to excel/airtable without losing the relationship between the objects/words I've entered, template for planning content flow - I have used Flowmap for this, and miss this functionality in Miro.",9
3074457347235548589,"This platform is extremely helpful and an absolute pleasure to use! I am really happy to have found it. The only thing I miss are flashcards: they are unmatched when it comes to memorising new material. So I have to find them elsewhere, but otherwise me and my students stay here!",9
103797967,"exel style tables
",9
3074457346165453685,"Even better API integration, e.g. for downloading board data with card tags",9
3074457347838047295,"Implement a variable graphics-background, that is fixed just as the grey / grid background is",9
3074457347531031388,"Greta tool for mental work. Like a jet fuel propellant for abstract thinking :) And very versatile: mindmaps, customer journey mapping, design thinking methods with post-its...here is everything! Definitely recommended!",9
3074457346965748606,"It's pretty good and I like it. I can't break Kanban cards down into smaller tasks/sub-tasks which I can do in Trello, but I like the whiteboarding ability with Miro",9
3074457345999812448,bring back the capacity to use digital sticky notes free-style! lost with out it!,9
3074457347659103293,I really like how it is soo huge. And that you can stick notes everywhere. I also like the embedding of sites very much. Only the loading takes some time,9
3074457346449443952,Great for brain dumping and templates,9
3074457346348654780,More templates and ideas,9
3074457347343035120,"Needed a few improves, manage more than 6 videochats, new interfaces beyond the usual column view of videochat. Export group of sticky-notes and other elements to excel or google sheets or data-structured app. For organize group of sticky-notes, an auto-organize wizard option, like a grid systems. ",9
93534678,Allow users to color code Jira tickets (as you can sticky notes) and attach labels to them. ,9
93534678,Allow users to color code Jira tickets (as you can sticky notes) and attach labels to them. ,9
3074457346416346329,"My eternal pain is the involvement of colleagues in various activities and exercises related to the product and design. With the help of Miro, I manage to do this in a very lively format + a huge number of templates that really simplify my life + slack integration that helps us to stau tuned. By the way, now I'm are very actively working on a CustDev of my sideproject as you can assume I do it with Miro (lots of integrations help me to share just one screen and work on the canvas with lots of stuff). Thanks a lot guys, keep going! 🤘",9
3074457346947491591,make the sync from the iPad more stable :-),9
3074457347344311232,"The only feature I am not happy with at the moment is the tag system for the KanBan charts, in that when you want to remove a tag from a card, it removes that tag from every other card....need to be able to add and remove tags from individual cards",9
3074457346724164370,"Command for auto order object in grids, as exists in Figma.",9
3074457347282579590,"more tempates, template platform, submitted by people and shared. ",9
3074457347379011434,"better mindmapping tool, assignee in task - not necessarily team members, ",9
3074457347296128211,I was initally confused when using the concept map template that keybindings differed from the standard mindmap template. Adding new arrows between nodes was a bit tedious. ,9
3074457347798913237,"Easy to use and collaborate - only thing that's hard is having like a story board and flow chart on the same board... - if it was a button to put a new thing on the board (like stickies) that would be awesome
",9
3074457347475358237,"I have been trying to find a software platform like this forever. It's simple and easy to use. However, the more I use it the less useful I am finding the templates, I have never really used them as they aren't very practical.",9
3074457347244229178,"I would like to have a tool kind of easy excel tables without additional plugins to install. Now, to have a list of different items I have to make it like a big text frame (and this frame is short also, so I have to make few text frames one after another). The simple excel table would be much more comfortable. The only extension that I found is not comfortable and made for some automatic triggers and notifications (I forgot the name of extension)",9
3074457346348654780,"Overall it's a great product. I was using Mural but the company moved over to SSO / Miro. I think Mural is a little more 'beautiful' but I am very happy with Miro and for the most part satisfied. For me - more product and UX templates would help me crank out things in less time. Get real frameworks from the literature and jam them in!
",9
3074457347188146100,allowing to create free-form sticky notes and including calendar will make it brilliant! thanks ,9
3074457346499861784,The only thing I can think of recently is I'd love to be able to convert stickies (post-its) to other shapes as we often use stickies that later turn into objects in maps or diagrams. ,9
3074457347021870181,Easy to use and collaborate and variety of templates.,9
3074457346128891075,Build slides from miro - e.g. template that can be exported direct into keynote / ppt ,9
3074457346691269366,"Smarter sorting and organisation tools for postits, align in grid, sort by X and more search options",9
3074457347577217552,Tick and a cross mark for the sticker please.. would be helpful..,9
3074457347168632945,"Easy to use, cool templates, very good for collaboration",9
3074457347194658856,You integrate with Asana and have the ability to make templates for some of my strategy work with clients.,9
3074457347595503840,Es fácil de usar y colaborativo. Me gustaria que la opción gratuita se pueda usar más tableros.,9
112575351,Have more design thinking templates.,9
3074457347669394163,More free templates!,9
3074457347462924553,"Overall performance compared to Mural - when you get a lot of stickies, images, and shapes on a large canvas in Mural performance becomes painfully bad/slow. Whereas Miro does not slow down nearly as much with a large canvas. ",9
3074457346021379693,more/better templates,9
3074457347736563641,"Great accessibility, visibility and variety of templates are wounderful. Only negative point is mandatory requirement of mandatory sign up. It gives stress for non-miro users.",9
3074457347022716563,I find it easy to use and a good online collaboration tool.  I wish there were more templates for agile retrospectives!,9
3074457347432504027,i don't like that you can't draw mindmap-lines in all four directions of the circle,9
3074457347061336220,Miro helps me brainstorm effectively and collaborate remotely with my team. It's intuitive and the templates are helpful.,9
3074457347231508047,"everything looks nice, great usability!!!
lacks some features though, like auto placing of objects that are connected to each other (mindmap has that option but i want it for everything everywhere (align children))",9
3074457347407899163,"At least two things : 
- Better cards (better police resizing ; possibility to display various field on a single card ; possibility to map miro cards with TargetProcess/Jira cards)
- Better selection ergonomics : even if I have been using Miro since RealTimeBoard, the mouse behaves strangely. The most direct indicator is the since my colleagues and I have been using it extensively since the beginning of the pandemic, I can't remember a meeting where we haven't been bothered by it. Sorry, though : I wouldn't be able to describe precisely what makes it strange or unconfortable.
- Last, even if the new anonymous commenter feature has appeared, I find the invitation process a bit slow. Moreover, the difference between the price package is not clear : When we had to choose between Consultant and Team, my team were struggling a bit, even with the description just below our eyes.
",9
3074457346989204197,"Very good design, variety of templates, easy to use and free!!.",9
3074457346947221362,"I would like a new plan between ""free"" and ""team"" plan, that can be cost about 3-4 USD per user/month billed annually - with more editable boards. ",9
3074457347231401388,It is simple the way to go for drawing interactively and online. Suitable for lots of purposes (from a retrospective to software architecture drawings). ,9
3074457347053567657,It's comfortable and easy to use,9
3074457346785908475,"Many times there are relationships between cards that I'd like to be able to map (i.e: customer pains, feature ideas, experiments, etc). When working with many cards it gets messy to draw lines mapping them, but not seeing the relationship makes decision making and conversation harder.  I'd like to have a type of line that gets displayed when doing mouse over on a card to see what other cards are linked to it.",9
3074457347040912132,A big set of templates and customizable views,9
3074457347346524050,The grid alignment could be better.,9
3074457346054406723,more templates please,9
3074457346513562758,Beautiful mindmaps,9
3074457347600842932,"I needed time to i can use fully but when i leant, ist perfect. It give me freedom to make mindmaps whit my logical structure - Paper size, space or linear structure dont border me.
(sry for my english, i hope you understand it)",9
3074457347417835463,"It helps a lot to cooperate through the internet, it has a lot of features. Although one important is missing: it canno manage table, I often have to create complexe patchwork of notes instead of a simple table.",9
3074457347356194463,"Introduce templates better, with explanation on how to use them. Some have this already, some not and it's sometimes hard to use it without explanation as a beginner.",9
3074457346145969431,Introduce tables and more wireframe-friendly elements. You're doing great.,9
3074457347356429070,Make the App work and add Safari Support. I cannot browse the templates with both on MacOS,9
3074457347099979613,"Really comfortable for me, but i stil trying to get used to the design.",9
3074457347430570078,"the kanban and board could be updated in a ""notion"" way that you can have custom views filtered by certain tags. this would open also a better world for project management / overwie
",9
3074457347131422599,"Allow moving ""buubles"" in a mindmap hierarchy to a different level in the mindmapping ""tree"". ",9
94905848,"Powerful mind maps with hot keys, flexible, with branches into all sort of directions and styles edit/templates similar to MindMeister, ability to add more tasks/documents/details under each node.



Decision Trees, ability to create tasks/cards with custom fields

Dashboard builder with ability to pull in data into charts from analytics tools, database, spreadsheets, etc. E.g. Google Data Studio

Calendar

For more mevrael@gmail.com",9
3074457347365969313,the most intuitive design and love the templates and methodology summaries. When is the desktop app coming?,9
